,Name,Description,Composition & Care,Old Price,New Price,Discount,Size(s),Product Link
32,"""ALL GOOD THINGS"" SWEATSHIRT",“All Good Things” sweatshirt featuring crew neck and rigged cuffs.,"Terry
Wash Inside Out. Use recommended detergents for colors, Iron inside out.
Please line dry in shade. Do not dry with sunlight directly","PKR 1,990","PKR 1,390",30%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtf492077-wht
33,PLAIN T-SHIRT,Be the style icon in this printed t-shirt for your everyday wear,"69% Polyester, 17% Viscose, 14% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,690","PKR 1,190",29%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtc492109-wht
34,PLAIN T-SHIRT,Be the style icon in this printed t-shirt for your everyday wear,"69% Polyester, 17% Viscose, 14% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,690","PKR 1,190",29%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtc492109-blu
35,Plaid pattern shirt,"Long sleeves, buttoned cuff shirt with plaid pattern and zip fastening at front","Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,490","PKR 1,190",52%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtp492124bwn
36,Basic Hood SWEATSHIRT,Sweatshirt featuring hoodie with adjustable drawstrings and elastic cuffs,"70% Polyester, 30% Viscose
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,890","PKR 1,290",31%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtc492072-gry
37,BELT TROUSER,Get this cool trendy belt trouser this winter to look elegant,"98% Cotton, 2% Spandex
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,690","PKR 1,890",29%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492294-khk
38,BELT TROUSER,Get this cool trendy belt trouser this winter to look elegant,"98% Cotton, 2% Spandex
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,690","PKR 1,890",29%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492294-bur
39,TROUSER,,"98% Cotton, 2% Spandex
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,690","PKR 1,890",29%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492294-blk
40,PINK SHADED PANT,Slim fit pant with zipper fly and top button fastening,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492132-dsp
41,RIBBED HEM JEANS,"Black Ribbed Hem jeans with side pockets, perfect to pair with tops","Denim
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492303-blk
42,knotted TROUSER,Get comfortable warmth on winter days in this knotted trouser,"Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492295-pnk
43,Regular fit Trouser,"Regular fit Trouser, in a beautiful white color. Pair it with your favorite top for a perfect day out!","Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492139-wht
44,Regular fit Trouser,"Regular fit Trouser, in a beautiful stone color. Pair it with your favorite top for a perfect day out!","Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethy","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492139-stn
45,white stripe JEANS,Be the reason to inspire this winter with this white stripe jeans,"Denim

Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbp492147blk
46,Tasseled Cape shawl,"Let your winter night become fun with our dazzling orange tassel cape shawl comes which a v neckline, and long length tassels dropping down","Denim

Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 3,990","PKR 1,990",50%,FREE,https://outfitters.com.pk/collections/women/products/wtc492049org
47,White Midrise Regular Fit Chinos,"Regular fit chinos, in a beautiful white shade. Pair them with your favorite top for a perfect day out!","Sateen
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbc492140wht
48,Sand Regular Fit Chinos,"Regular fit chinos, in a beautiful sand shade. Pair them with your favorite top for a perfect day out!","Sateen
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbc492140snd
49,Pink & Blue Stripped Long Shirt,"Striped pink and blue shirt, the perfect choice for a casual day off","Polyester 
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,890","PKR 1,990",31%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492111pkb
50,Outfitters Women's Blue and White Shirt,"Stylish blue and white striped, button down shirt for women by Outfitters because beauty comes when fashion succeeds.","Polyester 
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,890","PKR 1,990",31%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492111bkw
51,High Waisted Camel Trouser,Sick of the same old black? Let's make it bright! Add this camel coloured trousers into your wardrobe for a change of style!,"Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,990",PKR 990,50%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492130cml
52,Camo Button Down Shirt,Button down camo shirt with wide sleeves and collar. Pair it with your favourite jeans for a casual look!,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.","PKR 2,490","PKR 1,690",32%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtp492292cmo
53,Patterned T-Shirt Dress,Burgundy T-Shirt dress with ruffled waist. Added collar and cuffs give it an elegant vibe.,"Viscose
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,190",52%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492116-bur
54,Printed tie down top,Animal printed button down shirt with gold accents. Perfect for a night out,"Viscose
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtc492121-tnb
55,Blue Graphic T-Shirt,Crew neck T-Shirt with leopard patterned prints,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 590,45%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtc492090-blu
56,Knitted Cape Shawl,"The perfect shawl to throw on for a cosy, casual look. Enhanced with tassel work along the hemline.","100%Acrylic
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 3,990","PKR 1,990",50%,FREE,https://outfitters.com.pk/collections/women/products/wtc492048-olv
57,stripes TROUSER,Feel warm in this plain stripes trouser,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 3,990","PKR 1,990",50%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbp492056-gry
58,stripes TROUSER,Feel warm in this plain stripes trouser,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 3,990","PKR 1,990",50%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbp492056-blk
59,Midrise Embroidered Jeans,"tail:
Dark wash blue, midrise jeans featuring a skinny fit silhouette. Adorned with black vintage embroidery for added flair.","Denim
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,690","PKR 1,890",29%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492152-dbl
60,Straight TROUSER,,"Composition:
Terry","PKR 1,690","PKR 1,190",29%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492131-blk
61,Paperbag Trouser,A stylish paperbag trouser.Style that makes you perfect!,"Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,690",32%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492128-nvy
62,Leopard Print Tulip Skirt,"Broady maroon, leopard print mid-length skirt. Adorned with a tulip-esque cut for added flair","Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,190",52%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492126-blk
63,Highwaisted Denim Jeans,Midrise denim jeans with a relaxed fit. Subtle stud accent along the cuffs adds an edgy look.,"Denim
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,690",32%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbc492148-dbl
64,Floral Print Sun Dress,Kimono Style flower printed Dress featuring a strap fastening at the waist making sure your comfort is not compromised at the expense of style,"Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtp492293-mst
65,Navy Plaid Button Down Shirt,"Navy and maroon, plaid button down shirt with a breast pocket. The pop of mustard buttons really lifts up the look","Corduroy
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492122-ngb
66,Relaxed Fit Button Up Shirt,A beautiful Olive colored button up shirt a perfect choice for casual environment.,"Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,090","PKR 1,490",28%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492113-olv
67,Olive and Peach Polka Dot Soft Shirt,Baggy fit top with peach polka dots.,"Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.","PKR 1,990","PKR 1,390",30%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492112-olp
68,White Baggy T-Shirt,"A baggy white T shirt, perfect for everyday wear.","100 Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 690,46%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtf492093-wht
