,Name,Description,Composition & Care,Old Price,New Price,Discount,Size(s),Product Link
190,Kids Shirt Girls,Buttoned down check shirt featuring a round neck with smocked detailing along the cuffs and shoulders.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,690","PKR 1,190",29%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496066bkg
191,Faux Fur T-shirt,Light Yellow Round Neck T-Shirt made from cotton providing you Kids with comfort and style While keeping them warm ! An essential for your little one's wardrobe,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne,","PKR 1,890","PKR 1,290",31%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496060lyl
192,Smock Detailed Mustard T-Shirt,"A textured t-shirt featuring a smock detail near the waist, a round neck and full length sleeve.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 590,45%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496051mst
193,Suede jacket,Classic collar suede jacket with metallic button up front and long sleeves,"Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 3,990","PKR 2,790",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496010-olv
194,Suede jacket,Classic collar suede jacket with metallic button up front and long sleeves,"Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 3,990","PKR 2,790",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496010-plm
195,Denim Ripped Jeans,"Do Denim Everyday with Outfitters! Let your little one express her style in these classic, blue denim jeans with rigged cuffs for an edgy look. Stretchable waist and belt hoops make it comfortable and easy to wear while maintaining a funky look.","67% Cotton, 31% Polyester, 2% Elastane


Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbf496095lbl
196,Dream Big’ statement hoodie,"Sweatshirt with a hood, long sleeves and ribbed elastic cuffs and hem","60%Cotton,40%Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496041-prp
197,Striped Jogger Pant,"ail:
Red jogger pant with a dash of white stripes along the sides","100% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"11-12Y,13-14Y,04-05Y,05-06Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbf496089red
198,Future Influencer’ Statement sweatshirt,"Sweatshirt with long embroidered sleeves, round neck, printed statement and ribbed elastic cuffs","Cotton,Polyester

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,590","PKR 1,090",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496028-mrn
199,Striped Jogger Pant,"ail:
Black jogger pant with a dash of white stripes along the sides","100% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbf496089blk
200,Plazo Pant,"Round neck shirt with elastic sleeves, slit hem and embroidery on front and sleeves","100% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 990,33%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbf496082dgr
201,Plazo Pant,"Round neck shirt with elastic sleeves, slit hem and embroidery on front and sleeves","100% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 990,33%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbf496082apr
202,Thunder sweatshirt,"Sweatshirt with long sleeves, round neck, contrast color and sequenced thunder sign in middle","100% Cotton

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtp496034-hgb
203,Thunder sweatshirt,"Sweatshirt with long sleeves, round neck, contrast color and sequenced thunder sign in middle","100% Cotton

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtp496034-ofg
204,SWEATSHIRT,"Long sleeve sweatshirt with round neck, embroidered emblem and sleepy pattern on sleeves","100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight",PKR 890,PKR 590,33%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtc495021-prp
205,Floral zipper Hoodie,"Floral zipper with a hood, pouch pocket and elastic cuffs and hem","70% Cotton, 30% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtf495030-oft
206,Denim Ripped Jeans,"Do Denim Everyday with Outfitters! Let your little one express her style in these classic, blue denim jeans with rigged cuffs for an edgy look. Stretchable waist and belt hoops make it comfortable and easy to wear while maintaining a funky look.","67% Cotton,31% Polyester,2% Elastane
- Wash at maximum 30°
- Iron inside out, Do not bleach, Tumble dry low","PKR 1,690",PKR 890,47%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbc496096lbl
207,TROUSER,Stripped design pants with elastic waistband and broad drawstrings,"100% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,290",PKR 890,31%,"11-12Y,13-14Y,04-05Y,05-06Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbf496087-blk
208,TROUSER,Stripped design pants with elastic waistband and broad drawstrings,"100% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,290",PKR 890,31%,"11-12Y,13-14Y,04-05Y,05-06Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbf496087-nvy
209,TROUSER,Long design trouser with adjustable thick drawstrings on waist and elastic hem,"100% Cotton

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,090",PKR 590,45%,"12-24M,02-03Y,03-04Y,03-06M,06-12M",https://outfitters.com.pk/collections/girls/products/tgbc495068-pkp
210,Regular fit belted strap trouser,Meet your new best friend for the season in these high waist self tie capri trousers. Enjoy the comfiness with this trendy looking regular fit belted trouser.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 690,46%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbc496091red
211,Sequence bomber jacket,"Bomber jacket featuring sequenced fabric, zipper front and ribbed elastic cuffs, collar and hem","100% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,290","PKR 1,590",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496061-blk
212,Regular fit belted strap trouser,Meet your new best friend for the season in these high waist self tie capri trousers. Enjoy the comfiness with this trendy looking regular fit belted trouser.,"49% Polyester,46% cotton,5% Spandex
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne,","PKR 1,290",PKR 690,46%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbc496091gry
213,Regular fit belted strap trouser,Meet your new best friend for the season in these high waist self tie capri trousers. Enjoy the comfiness with this trendy looking regular fit belted trouser.,"49% Polyester,46% cotton,5% Spandex
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 690,46%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbc496091blk
214,JEANS,"Long design denim pants with contrast seams, front and pack pockets, zip-fly and button fastening","97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbf496099lbl
215,TROUSER,Pants with a contrast plaid print and elastic waistband with drawstrings,"Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,990",PKR 990,50%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbp496083brn
216,JEANS,"Denim pants with contrast seams, pockets, zipper fly, one button fastening and stitched details","97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,990","PKR 1,390",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbp496100lbl
217,Pumps,,"97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,490","PKR 1,690",32%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgfc496106pnk
218,Pumps,,"97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,490","PKR 1,690",32%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgfc496106slv
219,Pumps,,"97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,490","PKR 1,690",32%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgfc496107lgd
220,Pumps,,"97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,490","PKR 1,690",32%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgfc496107pwt
221,long boot,,"97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,690","PKR 2,590",29%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgfp496112blk
222,long boot,,"97% Cotton, 3% Spandex

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,690","PKR 2,590",29%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgfp496112cml
223,Cosy' sweatshirt,"Round neck sweatshirt with long sleeves, ribbed elastic cuffs, hem and neck and pearl details on front","70% Cotton, 30% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496038nvy
224,Turtle neck T-shirt,Basic long sleeve ribbed sweater featuring a high neck and bend under hem,"62% Polyester, 33% Viscose, 5% Spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,390",PKR 990,28%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496059dpk
225,Turtle neck T-shirt,Basic long sleeve ribbed sweater featuring a high neck and bend under hem,"62% Polyester, 33% Viscose, 5% Spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,390",PKR 990,28%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496059mst
226,Turtle neck T-shirt,Basic long sleeve ribbed sweater featuring a high neck and bend under hem,"62% Polyester, 33% Viscose, 5% Spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,390",PKR 990,28%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496059nvy
227,SHIRT,"Flared design with long puffed design, stair lace details, buttoned cuffs and teardrop fastening at back","80% Cotton, 20% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496069gnw
228,Future Influencer’ Statement sweatshirt,"Sweatshirt with long embroidered sleeves, round neck, printed statement and ribbed elastic cuffs","Cotton,Polyester

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,590","PKR 1,090",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496028blk
229,Round Neck Top,Rounded neck top featuring buttoned cuffs and button fastening on the front section,"100% Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496072bbn
230,Round Neck Top,Round neck top featuring buttoned cuffs and button fastening on the front section,"100% Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496072mnr
231,Flowy shirt,"Flowy shirt with a round neck, bell sleeves and frill design on chest and sleeves","Cotton

Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496076rdg
232,round neck sweater,Flare design and round neck sweater featuring bell sleeves with a slit and bow,"Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 1,490",50%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496159blk
233,round neck sweater,Flare design and round neck sweater featuring bell sleeves with a slit and bow,"Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 1,490",50%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496159shp
234,Leopard' sweatshirt,"Seamless leopard print sweatshirt featuring long sleeves, button down front, stripped elastic cuffs, collar and hem","100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 2,090",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtp496065bgb
235,Leopard' sweatshirt,"Seamless leopard print sweatshirt featuring long sleeves, button down front, stripped elastic cuffs, collar and hem","100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,990","PKR 2,090",30%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtp496065bgp
236,SKIRT,Plaid pattern skirt with diagonal button design and attached pants underneath,"Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,490",PKR 990,33%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgbf495058bbk
237,“Mickey Mouse” graphic denim JEANS,"“Mickey Mouse” graphic denim pant with fringed hem, zip and one button fastening","67% Cotton, 31% Polyester, 2% Elastane
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,690","PKR 1,190",29%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgbf495073mbl
238,ankle boot,,"67% Cotton, 31% Polyester, 2% Elastane
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"20,21,22,23,24,25",https://outfitters.com.pk/collections/girls/products/tgff495080blk
239,ankle boot,,"67% Cotton, 31% Polyester, 2% Elastane
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"20,21,22,23,24,25",https://outfitters.com.pk/collections/girls/products/tgff495080pnk
240,ankle boot,,"67% Cotton, 31% Polyester, 2% Elastane
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"26,27,28,29,30",https://outfitters.com.pk/collections/girls/products/tgfp495083blk
241,ankle boot,,"67% Cotton, 31% Polyester, 2% Elastane
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"26,27,28,29,30",https://outfitters.com.pk/collections/girls/products/tgfp495083bur
242,Owl Design Sweater,Cute Owl design knit sweater with ribbed round neck hem and long sleeves,"Knit
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,490","PKR 1,190",52%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtc495010gry
243,T-SHIRT,"Stripped design shirt featuring long sleeves, round neck and bow details on pockets","65% Polyester, 35% Viscose
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,090",PKR 690,36%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtc495046pko
244,ROUND NECK TOP,Round neck chequered pattern top with long puffed sleeves and buttons at front,"95% Cotton, 5% Spandex
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtc495048lhg
245,ROUND NECK TOP,Round neck chequered pattern top with long puffed sleeves and buttons at front,"95% Cotton, 5% Spandex
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtc495048rdg
246,FAUX FUR JACKET,Long sleeve faux fur jacket with ruffled front and floral buttons,"Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 3,990","PKR 2,790",30%,"12-18M,18-24M,02-03Y,03-04Y,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtf495002yel
247,FLARED TOP,Flared design top with pretty bow at the high waist and puffed long sleeves,"100% Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,390",PKR 690,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtf495057blw
248,FLARED TOP,Flared design top with pretty bow at the high waist and puffed long sleeves,"100% Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,390",PKR 690,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtf495057dgw
249,Smile' Sweater,"Long sleeve sweater with a round neck, Smile embellished slogan and stripe details","Knit
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,490","PKR 1,190",52%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtp495014gry
250,Cosy' sweatshirt,"Round neck sweatshirt with long sleeves, ribbed elastic cuffs, hem and neck and pearl details on front","70% Cotton, 30% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890","PKR 1,290",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496038-mrn
251,PUMPS,,"70% Cotton, 30% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,290","PKR 1,090",52%,"31,32,33,34,35,36",https://outfitters.com.pk/collections/girls/products/jgff396038-pnk
