,Name,Description,Old Price,New Price,Discount,Size(s)
72,AW19-036 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
73,AW19-034 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
74,AW19-033 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double
75,AW19-025 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double
76,AW19-018 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single
77,AW19-015 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single
78,AW19-014 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double
79,AW19-009 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single
80,AW19-002 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double/King
81,Denim 3Pc Embroidered Towel Set,,"PKR 4,550","PKR 2,730",40,
82,Blue Curacao 3 Pc Embroidered Towel Set,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm

Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 4,550","PKR 2,730",40,
83,Lilac Bath Mats,"Bath Mat:
This super absorbent bath mat offers comfortable and warm foot touch. It is 100% polyester, machine washable and easy to clean!
Available Sizes:

50 x 80 cm
50 x 40 cm","PKR 1,050",PKR 735,30,50X40/50X80
84,Blue Bath Mats,"Bath Mat:
This super absorbent bath mat offers comfortable and warm foot touch. It is 100% polyester, machine washable and easy to clean!
Available Sizes:

50 x 80 cm
50 x 40 cm","PKR 1,850","PKR 1,295",30,50X80
85,Aqua Bath Mats,"Bath Mat:
This super absorbent bath mat offers comfortable and warm foot touch. It is 100% polyester, machine washable and easy to clean!
Available Sizes:

50 x 80 cm
50 x 40 cm","PKR 1,050",PKR 735,30,50X40/50X80
86,Gardenia T-200 Quilt Cover Set,"Quilt Cover
Transform your bedroom in to an art piece with this fabulous floral design. The brush stroke floral pattern in shades of green and greys instantly add a contemporary touch to any sleeping space.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 3,650","PKR 2,190",40,Single
87,Urban T-150 Quilt Cover Set,"Quilt Cover
Recharge your bedroom with an ethnic appeal. A sketch view look of Pakistan popular monuments, will add an art fact in your bedroom space. This striking monochromatic design is a must buy.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 3,550","PKR 2,130",40,Double/Single/King
88,Desert Sage 3 Pc Embroidered Towel Set,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm

Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 4,550","PKR 2,730",40,
89,Malaga 3 Pc Embroidered Towel Set,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm

Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 4,550","PKR 2,730",40,
90,Dotted T-400 Emb Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw
2 Pillow Covers

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 29,600","PKR 20,720",30,King
91,Scarlet T-200 Bed Sheet Set,"Sheet Set
Transform your bedroom into an art piece with this fabulous bed sheet in darker shades of grey and maroon with a detailed and intricate motif that is sure to liven your décor. 
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,350","PKR 1,410",40,Double/Single/King
92,Ocean Depth Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel
93,Artisan Gold 3 PC Combed Embroidered Towel Set,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm

Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 4,550","PKR 2,730",40,
94,Cream 3 PC Combed Embroidered Towel Set,"Embroidered Towel Set
Give your bathroom an instant makeover with our Embroidered towels. These comfortable towels are made from 100% cotton, they are soft, durable, and absorbent.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm

Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 4,550","PKR 2,730",40,
95,Blue Curacao Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel/Bath Sheet
96,Bleach Denim Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,400",PKR 700,50,Bath Towel/Bath Sheet
97,Forest Grey Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel
98,Mahogany T-200 Bed Sheet Set,"Sheet Set
Each vibrant ikat inspired ornamented paisley connects with the other to form stripes and on the whole to make up an extremely beautiful and elegant sheet set. 
Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,350","PKR 1,410",40,Double/Single/King
99,Vivid Screen Print Rug,"SCREEN PRINTED RUGS
Our cotton screen printed rugs are just the thing to refresh your home for the season ahead. They will brighten up your home and look lovely in a variety of spaces.","PKR 5,915","PKR 4,141",30,
100,Plum Screen Print Rug,"SCREEN PRINTED RUGS
Our cotton screen printed rugs are just the thing to refresh your home for the season ahead. They will brighten up your home and look lovely in a variety of spaces.","PKR 5,915","PKR 4,141",30,
101,Geometrical Screen Print Rug,"SCREEN PRINTED RUGS
Our cotton screen printed rugs are just the thing to refresh your home for the season ahead. They will brighten up your home and look lovely in a variety of spaces.","PKR 5,915","PKR 4,141",30,
102,AW19-029 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single
103,Artisan Gold Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
104,Tango Red Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
105,Pebble Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
106,Desert Sage Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
107,Malaga Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel/Bath Sheet
108,White Combed Towel Plain 19,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
109,Cream Combed Towel Plain 19,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,400",PKR 700,50,Bath Towel
110,Vineyard Wine Combed Towel Plain,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel
111,Lily Embossed Velvet Bed Set,"Velvet Bed Cover Set:
Package Includes:

1 Bed Cover - 240x260 cm
2 Pillow Covers - 48x76 cm
2 Cushion Covers - 46x46 cm","PKR 19,000","PKR 13,300",30,Double
112,Sage Embossed Velvet Bed Set,"Velvet Bed Cover Set:
Package Includes:

1 Bed Cover - 240x260 cm
2 Pillow Covers - 48x76 cm
2 Cushion Covers - 46x46 cm","PKR 19,000","PKR 13,300",30,Double
113,Cedar Embossed Velvet Bed Set,"Velvet Bed Cover Set:
Package Includes:

1 Bed Cover - 240x260 cm
2 Pillow Covers - 48x76 cm
2 Cushion Covers - 46x46 cm","PKR 19,000","PKR 13,300",30,Double
114,Rose Red Jacquard Bed Spread Set,"Bed Spread Set:
Package Includes:

1 Bed Spread - (260 x 240)
1 Plain Dyed Bed Sheet - (260 x 240)
2 Pillow Cases - (48 x 76 + 6 cm)
2 Bed Sheet Pillow Cases - (48 x 76 + 6 cm)
2 Cushion Covers - (46 x 46 cm)","PKR 29,000","PKR 20,300",30,Double
115,Multi AW19-012 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Single
116,Multi Cornus T-150 Quilt Cover Set,"Quilt Cover
Bring a touch of glamour to your bedroom with the Cornus Quilt set.
It features a detailed modern floral silhouette mixed with ethnic paisley motif to add a sumptuous feel to any bedroom.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 3,550","PKR 2,130",40,Double/Single/King
117,Multi Orchid T-150 Quilt Cover Set,"Quilt Cover
Bring a style to your bedroom with this intricate damask design.  This orchid bedding is inspired by damask pattern with a color palette of warm, rich hues of greys and orchid and is complemented by a subtle reverse. Add a contemporary touch to any sleeping space.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 5,150","PKR 3,090",40,King
118,Blue Java T-400 Embroidered Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw
2 Pillow Covers

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 25,100","PKR 17,570",30,Double/King
119,Dark Pink Baroque T-400 Embroidered Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw
2 Pillow Covers

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 29,600","PKR 20,720",30,King
120,AW19-023 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
121,AW19-022 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Single
122,AW19-021 Bed Sheet Set,,"PKR 3,100","PKR 1,550",50,King
123,AW19-019 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
124,Coral Rose T-150 Bed Sheet Set,"Sheet Set
This deep blue sheet with a dense floral pattern creating a strong pinkish foreground with tinges of grey and green will add romance and charm to your bedroom.
Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,800","PKR 1,080",40,Double/Single/King
125,Achromic T-200 Quilt Cover Set,"Quilt Cover
Bring sophistication to your bedroom with this black and white bedding. Decked out in a paisley pattern with geometric details in fashionable hues of black and white, the gorgeous bedding is the perfect addition to any room's décor this winter.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 5,000","PKR 3,000",40,Double/King
126,Achromic T-200 Bed Sheet Set,"Sheet Set
Bring sophistication to any room's décor this winter with this black and white sheet set with paisley on the foreground, painted in black breaks the flowing chevrons horizontal rows.  
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,350","PKR 1,410",40,Double/Single/King
127,Cougar T-200 Quilt Cover Set,"Quilt Cover
Update your bedroom with this fashionable cougar bedding. Featuring brushstroke safari pattern. This set features a blend of cheetah and leopard print for a stunning look. The safari pattern in an array of brown colors will make a good night's sleep rest even better.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 5,950","PKR 3,570",40,King
128,Cougar T-200 Bed Sheet Set,"Sheet Set
This blend of cheetah and leopard print coordinated with minimal geometrics comes hand in hand with a graceful color palette of browns, mustards and creams and will make that goodnight’s sleep rest even better.
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,350","PKR 1,410",40,Double/Single/King
129,Royal Feast T-200 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,750","PKR 2,250",40,Double/King
130,Passion Digital T-20 Quilt Cover Set,"Quilt Cover
Add an update to a traditional style with a jacquard look digital bedding that features a luxurious paisley design. The design is accented with shades of blue along with rich tones of red and purple colors that layers well with any room space. A perfect bedding for master room.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 4,800",40,Double/King
131,Passion Digital T-20 Bed Sheet Set,"Sheet Set
Add an update to a traditional style with a jacquard look digital bed sheet that features a luxurious design. The design is accented with shades of blue along with rich tones of red and purple colors that layers well with any room space.
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 5,000","PKR 3,000",40,Double/King
132,Neon Glory Digital T Quilt Cover Set,"Quilt Cover
Create a dreamy centerpiece of flora, accented with pops of citrus and blush. Transform your bedroom by adding touches of modernism and adventure.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 4,800",40,Double/King
133,Neon Glory Digital T Bed Sheet Set,"Sheet Set
This navy blue digitally printed sheet set with neon colored gorgeous floral leaves is all you need to get this winter season to fill your personal space with warmth and comfort. Moreover, this sheet set is without any doubt a striking statement that will enhance your bedroom and create a fresh and unique look for your home.
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 5,000","PKR 3,000",40,Double/King
